"","ID_chat","Saison","Annee","akde","Session","Age","Sex","Type_GPS","Outdoor_access","sum.DRR","sum.RR","mean.TM","mean.FXY","Monitoring_time","Outdoor_access2","Saison2","daily.RR","buffer100","buffer250","buffer500","id_owner"
"38","23","ete","2020",9441.98027856928,1,9,"M","blanc","libre",535,27.4,25.15,NA,3,"unrestricted","summer",9.13333333333333,0.00321543408360129,0.0578893442622951,0.135179984682155,45
"39","27","ete","2020",75938.2241867542,1,1,"M","blanc","libre",1,0.4,22.45,6.5,3,"unrestricted","summer",0.133333333333333,0.053968253968254,0.146142054164538,0.42223920519679,46
"40","27","automne","2020",35260.2767233294,1,1,"M","blanc","libre",761,7.2,10.8,9.375,3,"unrestricted","fall",2.4,0.053968253968254,0.146142054164538,0.42223920519679,46
"41","28","automne","2020",13243.3088890494,1,3,"F","blanc","demande",NA,16.3,9.42857142857143,6.05714285714286,6,"restricted","fall",2.71666666666667,0.0707395498392283,0.103465851172273,0.453027405991077,10
"42","28","automne","2021",14748.0064069308,1,4,"F","blanc","demande",1665,24.9,9.4,6.98333333333333,11,"restricted","fall",2.26363636363636,0.0707395498392283,0.103465851172273,0.453027405991077,10
"43","28","printemps","2021",7926.26477539814,1,4,"F","blanc","demande",662,3.8,11.0181818181818,6.69090909090909,10,"restricted","spring",0.38,0.0707395498392283,0.103465851172273,0.453027405991077,10
"44","28","hiver","2021",40234.3066894245,1,4,"F","blanc","demande",NA,44.8,5.48181818181818,7.92727272727273,10,"restricted","winter",4.48,0.0707395498392283,0.103465851172273,0.453027405991077,10
"45","28","ete","2021",7422.57261517,1,4,"F","blanc","demande",NA,60.8,17.7888888888889,6.31111111111111,8,"restricted","summer",7.6,0.0707395498392283,0.103465851172273,0.453027405991077,10
"46","31","automne","2020",41492.1782441045,1,3,"M","blanc","demande",798,7.2,11.24,6.5,9,"restricted","fall",0.8,0.126182965299685,0.343542623787647,0.56,11
"47","31","ete","2021",22763.7832897502,1,4,"M","blanc","demande",272,7.7,20.9888888888889,5.84444444444444,8,"restricted","summer",0.9625,0.126182965299685,0.343542623787647,0.56,11
"48","31","hiver","2021",40044.0596677555,2,3,"M","blanc","demande",NA,56.2,8.01578947368421,8.31052631578947,8,"restricted","winter",7.025,0.126182965299685,0.343542623787647,0.56,11
"49","31","printemps","2021",45611.1606907057,1,3,"M","blanc","demande",121,1.6,11.4777777777778,6.94444444444444,8,"restricted","spring",0.2,0.126182965299685,0.343542623787647,0.56,11
"50","32","automne","2020",39034.3506507777,1,3,"M","blanc","libre",1601,16.1,12.8,9.525,7,"unrestricted","fall",2.3,0.572784810126582,0.665474974463738,0.710754332313965,12
"51","32","ete","2021",12912.0905104495,1,4,"M","gris","libre",NA,8.8,18.65,6.375,7,"unrestricted","summer",1.25714285714286,0.572784810126582,0.665474974463738,0.710754332313965,12
"52","32","automne","2021",9729.47217706761,1,4,"M","gris","libre",1544,24.9,10.3444444444444,7.43333333333333,8,"unrestricted","fall",3.1125,0.572784810126582,0.665474974463738,0.710754332313965,12
"53","33","printemps","2021",23608.3471549068,1,8,"M","gris","libre",1505,29.3,13.1333333333333,8.92222222222222,8,"unrestricted","spring",3.6625,1,0.107942973523422,0.185779816513761,13
"54","33","hiver","2021",32310.4866524921,1,8,"M","blanc","libre",471,3,9.2,6.27,9,"unrestricted","winter",0.333333333333333,1,0.107942973523422,0.185779816513761,13
"55","34","automne","2020",9048.65873897524,1,8,"F","blanc","libre",1659,16.3,12.7222222222222,9.45555555555556,8,"unrestricted","fall",2.0375,1,0.107942973523422,0.185779816513761,13
"56","34","printemps","2021",15293.495938024,1,8,"F","gris","libre",1505,29.3,13.1333333333333,8.92222222222222,8,"unrestricted","spring",3.6625,1,0.107942973523422,0.185779816513761,13
"57","34","hiver","2021",37155.517697477,1,8,"F","blanc","libre",378,2.2,9.32222222222222,6.21111111111111,8,"unrestricted","winter",0.275,1,0.107942973523422,0.185779816513761,13
"58","35","automne","2020",17240.8859241921,1,11,"M","gris","libre",1390,11.8,12.0222222222222,9.26666666666667,8,"unrestricted","fall",1.475,0.0700636942675159,0.322613578356304,0.466386554621849,14
"59","35","hiver","2021",11489.8747742824,1,12,"M","blanc","libreJour",427,7.2,10.3833333333333,7.45,5,"restricted","winter",1.44,0.0700636942675159,0.322613578356304,0.466386554621849,14
"60","37","automne","2021",12135.3337313078,1,2,"F","gris","demandeJour",NA,24.9,8.76666666666667,6.53333333333333,14,"restricted","fall",1.77857142857143,0.668789808917197,0.621057985757884,0.710646968925115,16
"61","37","ete","2021",19387.2171517918,1,1,"F","gris","libreJour",NA,70,17.9705882352941,6.32941176470588,16,"restricted","summer",4.375,0.668789808917197,0.621057985757884,0.710646968925115,16
"62","37","hiver","2021",10303.5418000556,1,1,"F","gris","demandeJour",NA,9.8,2.58461538461538,7.75384615384615,12,"restricted","winter",0.816666666666667,0.668789808917197,0.621057985757884,0.710646968925115,16
"63","37","printemps","2021",11213.5667379471,1,1,"F","gris","demandeJour",121,1.6,11.4777777777778,6.94444444444444,8,"restricted","spring",0.2,0.668789808917197,0.621057985757884,0.710646968925115,16
"64","38","ete","2021",13437.1473790484,1,4,"M","gris","libre",49,0.4,20.45,6.65,7,"unrestricted","summer",0.0571428571428571,0.379746835443038,0.65765306122449,0.63230984838833,17
"65","38","hiver","2021",47137.5765853634,1,3,"M","blanc","libre",NA,36.5,4.92727272727273,7.53636363636364,10,"unrestricted","winter",3.65,0.379746835443038,0.65765306122449,0.63230984838833,17
"66","38","printemps","2021",22616.9413725468,1,3,"M","gris","libre",2072,44.9,12.275,8.19166666666667,11,"unrestricted","spring",4.08181818181818,0.379746835443038,0.65765306122449,0.63230984838833,17
"67","38","automne","2020",6524.70605444449,1,3,"M","blanc","libre",NA,18.8,10.3,6.9625,7,"unrestricted","fall",2.68571428571429,0.379746835443038,0.65765306122449,0.63230984838833,17
"68","38","automne","2021",10868.0802715347,1,4,"M","gris","libre",1572,24.9,9.93333333333333,7.6,8,"unrestricted","fall",3.1125,0.379746835443038,0.65765306122449,0.63230984838833,17
"69","39","automne","2020",25187.3044292394,1,6,"M","blanc","libre",NA,18.8,10.9333333333333,6.91111111111111,8,"unrestricted","fall",2.35,0.457413249211356,0.556176919166243,0.497899427116486,18
"70","40","ete","2021",18284.4966894689,1,10,"F","gris","demande",NA,9.4,18.4090909090909,5.79090909090909,10,"restricted","summer",0.94,0.0221518987341772,0.0953109072375127,0.473315501210037,44
"71","40","hiver","2021",12917.7554418668,1,10,"F","gris","demande",NA,9.8,2.58461538461538,7.75384615384615,12,"restricted","winter",0.816666666666667,0.0221518987341772,0.0953109072375127,0.473315501210037,44
"72","40","printemps","2021",17296.1577393226,1,10,"F","gris","demande",1231,20.6,13.325,8.65,7,"restricted","spring",2.94285714285714,0.0221518987341772,0.0953109072375127,0.473315501210037,44
"73","40","automne","2020",12832.759592461,1,9,"F","gris","demande",NA,18.8,10.9333333333333,6.91111111111111,8,"restricted","fall",2.35,0.0221518987341772,0.0953109072375127,0.473315501210037,44
"74","41","automne","2020",15768.7931199635,1,8,"F","gris","demande",NA,18.8,10.9333333333333,6.91111111111111,8,"restricted","fall",2.35,0.0221518987341772,0.0953109072375127,0.473315501210037,44
"75","41","ete","2021",13842.485276804,1,9,"F","gris","demande",NA,9.4,18.4090909090909,5.79090909090909,10,"restricted","summer",0.94,0.0221518987341772,0.0953109072375127,0.473315501210037,44
"76","41","hiver","2021",10951.526696112,1,8,"F","gris","demande",NA,9.8,1.75833333333333,7.75833333333333,11,"restricted","winter",0.890909090909091,0.0221518987341772,0.0953109072375127,0.473315501210037,44
"77","41","printemps","2021",9379.96319932504,1,8,"F","gris","demande",1231,20.6,13.325,8.65,7,"restricted","spring",2.94285714285714,0.0221518987341772,0.0953109072375127,0.473315501210037,44
"78","43","ete","2021",14597.3728123696,1,7,"M","gris","demandeJour",817,26.8,20.825,6.425,7,"restricted","summer",3.82857142857143,1,0.386850152905199,0.652832590706556,19
"79","43","hiver","2021",9104.82303821535,1,7,"M","gris","demandeJour",NA,56.9,6.20769230769231,8.75384615384615,12,"restricted","winter",4.74166666666667,1,0.386850152905199,0.652832590706556,19
"80","43","printemps","2021",12620.4470383328,1,7,"M","gris","demandeJour",199,1.6,11.29,6.76,9,"restricted","spring",0.177777777777778,1,0.386850152905199,0.652832590706556,19
"81","43","automne","2021",11396.1734614084,1,8,"M","gris","libreJour",306,1,7.74,5.32,4,"restricted","fall",0.25,1,0.386850152905199,0.652832590706556,19
"82","43","automne","2020",18554.8797018535,1,6,"M","gris","demandeJour",NA,18.8,10.9333333333333,6.91111111111111,8,"restricted","fall",2.35,1,0.386850152905199,0.652832590706556,19
"83","45","ete","2021",37664.3981174423,1,5,"F","gris","demande",568,9.4,18.325,6.4,7,"restricted","summer",1.34285714285714,0.451923076923077,0.487519103413143,0.718638449770525,20
"84","45","hiver","2021",14677.0507085554,1,4,"F","gris","demande",NA,56.9,6.20769230769231,8.75384615384615,12,"restricted","winter",4.74166666666667,0.451923076923077,0.487519103413143,0.718638449770525,20
"85","45","printemps","2021",29872.8410174449,1,4,"F","gris","demande",199,1.6,11.29,6.76,9,"restricted","spring",0.177777777777778,0.451923076923077,0.487519103413143,0.718638449770525,20
"86","45","automne","2021",14907.2755398065,1,5,"F","gris","demande",313,1,6.6875,4.925,7,"restricted","fall",0.142857142857143,0.451923076923077,0.487519103413143,0.718638449770525,20
"87","45","automne","2020",15303.845633482,1,4,"F","gris","demande",NA,7.4,11.0916666666667,6.7,11,"restricted","fall",0.672727272727273,0.451923076923077,0.487519103413143,0.718638449770525,20
"88","46","automne","2020",164549.170891387,1,1,"M","gris","demande",NA,24,11.6818181818182,7.54545454545454,10,"restricted","fall",2.4,0.0479233226837061,0.231788079470199,0.436583811344806,21
"89","47","ete","2021",13425.6531287189,1,16,"M","gris","libre",NA,27.5,18.4363636363636,6.3,10,"unrestricted","summer",2.75,0.0441640378548896,0.370238699847638,0.41415298459972,22
"90","47","hiver","2021",108678.953040395,1,16,"M","blanc","demande",3478,48.3,8.74444444444444,8.76666666666667,8,"restricted","winter",6.0375,0.0441640378548896,0.370238699847638,0.41415298459972,22
"91","47","printemps","2021",9135.4509784748,1,16,"M","gris","libre",2072,44.9,12.275,8.19166666666667,11,"unrestricted","spring",4.08181818181818,0.0441640378548896,0.370238699847638,0.41415298459972,22
"92","50","automne","2021",48458.6342590509,1,7,"M","blanc","libre",559,4.8,9.675,5.7,7,"unrestricted","fall",0.685714285714286,0.469648562300319,0.58676844783715,0.694688574703859,23
"93","50","automne","2020",44743.113438199,1,6,"M","blanc","libre",NA,16.3,9.42857142857143,6.05714285714286,6,"unrestricted","fall",2.71666666666667,0.469648562300319,0.58676844783715,0.694688574703859,23
"94","52","automne","2020",61387.3231356746,1,3,"F","blanc","libre",NA,18.8,10.3,6.9625,7,"unrestricted","fall",2.68571428571429,0.243589743589744,0.329597554763118,0.478986245542537,24
"95","52","hiver","2021",51731.4875913408,1,4,"F","blanc","libre",935,9.8,7.64666666666667,7.52666666666667,14,"unrestricted","winter",0.7,0.243589743589744,0.329597554763118,0.478986245542537,24
"96","52","printemps","2021",35163.3813888876,1,4,"F","blanc","libre",199,1.6,11.29,6.76,9,"unrestricted","spring",0.177777777777778,0.243589743589744,0.329597554763118,0.478986245542537,24
"97","53","ete","2021",15977.6448753398,1,15,"M","blanc","demande",1562,60.4,19.4555555555556,6.94444444444444,8,"restricted","summer",7.55,0.530546623794212,0.545594262295082,0.714796374313801,25
"98","53","printemps","2021",45004.3481411699,1,14,"M","blanc","demande",662,3.8,11.0181818181818,6.69090909090909,10,"restricted","spring",0.38,0.530546623794212,0.545594262295082,0.714796374313801,25
"99","53","automne","2021",40788.4708887317,1,15,"M","blanc","demande",1665,24.9,9.4,6.98333333333333,11,"restricted","fall",2.26363636363636,0.530546623794212,0.545594262295082,0.714796374313801,25
"100","54","automne","2020",28430.3309957444,1,7,"M","gris","demandeJour",1391,11.8,10.6769230769231,8.13846153846154,12,"restricted","fall",0.983333333333333,0.00320512820512821,0.23865374808771,0.451983165412575,26
"101","54","automne","2021",14790.0200640869,1,8,"M","gris","demandeJour",NA,24.9,8.61428571428571,6.53571428571429,13,"restricted","fall",1.91538461538462,0.00320512820512821,0.23865374808771,0.451983165412575,26
"102","54","ete","2021",32805.8731540141,1,7,"M","gris","demandeJour",1613,60.6,18.45,6.75,7,"restricted","summer",8.65714285714286,0.00320512820512821,0.23865374808771,0.451983165412575,26
"103","54","hiver","2021",24316.2077172854,1,7,"M","gris","demandeJour",NA,10.6,5.83333333333333,7.60555555555556,17,"restricted","winter",0.623529411764706,0.00320512820512821,0.23865374808771,0.451983165412575,26
"104","54","printemps","2021",23910.2214819914,1,7,"M","gris","demandeJour",NA,64.9,12.795652173913,8.39565217391304,22,"restricted","spring",2.95,0.00320512820512821,0.23865374808771,0.451983165412575,26
"105","55","ete","2021",29443.8718115555,1,2,"M","gris","libre",173,0.8,18.375,4.55,3,"unrestricted","summer",0.266666666666667,1,0.425878757004585,0.680091766505226,27
"106","55","hiver","2021",28454.632230992,1,1,"M","gris","libre",NA,69.8,6.3,9.19285714285714,13,"unrestricted","winter",5.36923076923077,1,0.425878757004585,0.680091766505226,27
"107","55","automne","2020",80881.8760591252,1,1,"M","blanc","libre",1659,16.3,12.7222222222222,9.45555555555556,8,"unrestricted","fall",2.0375,1,0.425878757004585,0.680091766505226,27
"108","57","automne","2021",20094.5945547223,1,6,"F","blanc","libre",1032,20.1,10.0090909090909,6.65454545454545,10,"unrestricted","fall",2.01,0.310126582278481,0.600712105798576,0.705590220297975,28
"109","57","printemps","2021",17561.2343676238,1,15,"F","blanc","libre",662,3.8,11.0181818181818,6.69090909090909,10,"unrestricted","spring",0.38,0.310126582278481,0.600712105798576,0.705590220297975,28
"110","57","hiver","2021",50632.9941418927,1,5,"F","blanc","libreJour",NA,35.5,4.94444444444444,8.33333333333333,8,"restricted","winter",4.4375,0.310126582278481,0.600712105798576,0.705590220297975,28
"111","57","ete","2021",35983.6262426455,1,5,"F","blanc","libre",NA,28.1,18.1076923076923,6.08461538461538,12,"unrestricted","summer",2.34166666666667,0.310126582278481,0.600712105798576,0.705590220297975,28
"112","58","automne","2021",75970.8537805303,1,1,"M","gris","demande",313,1,7.0875,4.8125,7,"restricted","fall",0.142857142857143,1,0.0443651198368179,0.24553799082101,29
"113","58","ete","2021",65282.0655598173,1,1,"M","gris","demande",272,7.7,20.1454545454545,5.63636363636364,10,"restricted","summer",0.77,1,0.0443651198368179,0.24553799082101,29
"114","59","hiver","2021",8493.6634925536,1,6,"F","gris","libre",673,8.8,7.32307692307692,7.66923076923077,12,"unrestricted","winter",0.733333333333333,0.0741935483870968,0.487166324435318,0.7162386610451,30
"115","59","printemps","2021",15242.0201663729,1,6,"F","blanc","libre",720,4.2,10.075,6.7875,7,"unrestricted","spring",0.6,0.0741935483870968,0.487166324435318,0.7162386610451,30
"116","60","hiver","2021",48502.9034082844,1,10,"F","blanc","libre",427,7.2,11.1,7.7375,7,"unrestricted","winter",1.02857142857143,0.208860759493671,0.471036585365854,0.674181632913005,31
"117","60","printemps","2021",34874.0218102839,1,10,"F","blanc","libre",124,1.6,11.2,6.71111111111111,8,"unrestricted","spring",0.2,0.208860759493671,0.471036585365854,0.674181632913005,31
"118","61","hiver","2021",38291.5646811261,1,5,"M","blanc","demande",685,8.2,10.0727272727273,7.15454545454545,10,"restricted","winter",0.82,1,0.0255362614913177,0.092484076433121,32
"119","61","printemps","2021",18579.2227732954,2,5,"M","blanc","demande",1445,32.6,11.8714285714286,7.96428571428571,7,"restricted","spring",4.65714285714286,1,0.0255362614913177,0.092484076433121,32
"120","61","ete","2021",14837.2245421503,1,5,"M","gris","demande",NA,8.8,18.5666666666667,6.04444444444444,8,"restricted","summer",1.1,1,0.0255362614913177,0.092484076433121,32
"121","61","automne","2021",20299.32964114,1,5,"M","gris","demande",1544,24.9,10.275,7.55,7,"restricted","fall",3.55714285714286,1,0.0255362614913177,0.092484076433121,32
"122","62","automne","2021",31907.0184481353,1,6,"F","blanc","libre",NA,6.6,4.28571428571429,7.52857142857143,6,"unrestricted","fall",1.1,0.158730158730159,0.474541751527495,0.54639175257732,33
"123","62","printemps","2021",27690.4472556727,1,5,"F","blanc","libre",121,1.6,11.725,7.025,7,"unrestricted","spring",0.228571428571429,0.158730158730159,0.474541751527495,0.54639175257732,33
"124","62","hiver","2021",41748.7989684598,1,5,"F","blanc","libre",673,8.8,5.69,7.8,9,"unrestricted","winter",0.977777777777778,0.158730158730159,0.474541751527495,0.54639175257732,33
"125","62","ete","2021",26739.8770133919,1,6,"F","blanc","libre",NA,10.3,14.4444444444444,6.23333333333333,8,"unrestricted","summer",1.2875,0.158730158730159,0.474541751527495,0.54639175257732,33
"126","63","automne","2021",16220.2734984778,1,5,"M","gris","libre",1663,24.9,9.22,7.36,9,"unrestricted","fall",2.76666666666667,0.0964630225080386,0.0948012232415902,0.272657743785851,34
"127","63","ete","2021",16792.2584672194,1,5,"M","gris","libre",NA,27.5,18.4363636363636,6.3,10,"unrestricted","summer",2.75,0.0964630225080386,0.0948012232415902,0.272657743785851,34
"128","63","hiver","2021",44618.837595696,1,4,"M","blanc","libre",689,8.2,10.3545454545455,7.50909090909091,10,"unrestricted","winter",0.82,0.0964630225080386,0.0948012232415902,0.272657743785851,34
"129","63","printemps","2021",27984.8101862897,1,4,"M","gris","libre",1577,24.1,12.08,7.94,9,"unrestricted","spring",2.67777777777778,0.0964630225080386,0.0948012232415902,0.272657743785851,34
"130","64","ete","2021",27951.5051642638,1,5,"M","gris","libreJour",NA,27.5,18.3666666666667,6.06666666666667,11,"restricted","summer",2.5,0.00316455696202532,0.09072375127421,0.130030565461029,35
"131","64","printemps","2021",20358.6908081873,1,5,"M","gris","libreJour",749,4.4,10.1555555555556,7.24444444444444,8,"restricted","spring",0.55,0.00316455696202532,0.09072375127421,0.130030565461029,35
"132","65","ete","2021",15451.3173215188,1,1,"M","gris","libreJour",409,8.6,18.8833333333333,6.43333333333333,5,"restricted","summer",1.72,0.00316455696202532,0.09072375127421,0.130030565461029,35
"133","66","ete","2021",21174.703572261,1,3,"F","gris","libre",862,27.2,20.7,6.43333333333333,11,"unrestricted","summer",2.47272727272727,1,0.0315843097300051,0.0798624379059992,36
"134","66","automne","2021",11989.5777798798,1,3,"F","gris","libre",NA,24.9,8.61428571428571,6.53571428571429,13,"unrestricted","fall",1.91538461538462,1,0.0315843097300051,0.0798624379059992,36
"135","68","automne","2021",34099.0510575312,1,5,"M","gris","demande",NA,6.6,4.75,7.31,9,"restricted","fall",0.733333333333334,0.418006430868167,0.620214395099541,0.756687898089172,37
"136","69","automne","2021",18106.9843111407,1,2,"F","gris","demande",NA,6.6,4.75,7.31,9,"restricted","fall",0.733333333333334,0.418006430868167,0.620214395099541,0.756687898089172,37
"137","7","automne","2020",19413.9908151372,1,15,"F","blanc","libreJour",1601,16.1,12.8,9.525,7,"restricted","fall",2.3,0.715189873417722,0.899643402954661,0.945491594498217,8
"138","7","automne","2021",27827.0850195589,1,16,"F","blanc","libreJour",1572,24.9,10.03,7.49,9,"restricted","fall",2.76666666666667,0.715189873417722,0.899643402954661,0.945491594498217,8
"139","7","ete","2020",13370.9042585507,1,15,"F","blanc","libreJour",214,2.4,18.6444444444444,7.28888888888889,8,"restricted","summer",0.3,0.715189873417722,0.899643402954661,0.945491594498217,8
"140","7","ete","2021",26067.7743182491,1,16,"F","blanc","libreJour",568,9.4,18.325,6.4,7,"restricted","summer",1.34285714285714,0.715189873417722,0.899643402954661,0.945491594498217,8
"141","7","hiver","2020",23108.1784871531,1,15,"F","blanc","libreJour",2627,29.4,8.40909090909091,9.08181818181818,10,"restricted","winter",2.94,0.715189873417722,0.899643402954661,0.945491594498217,8
"142","7","hiver","2021",10156.3911380108,1,16,"F","blanc","libreJour",NA,56.9,6.20769230769231,8.75384615384615,12,"restricted","winter",4.74166666666667,0.715189873417722,0.899643402954661,0.945491594498217,8
"143","7","printemps","2021",19255.5385089392,1,16,"F","blanc","libreJour",587,3.8,10.91,6.64,9,"restricted","spring",0.422222222222222,0.715189873417722,0.899643402954661,0.945491594498217,8
"144","7","printemps","2016",2288.417,0,10,"F","blanc","libre_jour",NA,NA,NA,NA,8,"restricted","spring",NA,0.715189873417722,0.899643402954661,0.945491594498217,8
"145","7","automne","2016",22999.25,0,10,"F","blanc","libre_jour",NA,0.8,5,3.85,3,"restricted","fall",0.266666666666667,0.715189873417722,0.899643402954661,0.945491594498217,8
"146","7","ete","2016",13341.6,0,10,"F","blanc","libre_jour",NA,NA,NA,NA,4,"restricted","summer",NA,0.715189873417722,0.899643402954661,0.945491594498217,8
