"","ID_chat","Saison","Annee","akde","Session","Age","Sex","Type_GPS","Outdoor_access","sum.DRR","sum.RR","mean.TM","mean.FXY","Monitoring_time","Outdoor_access2","Saison2","daily.RR","buffer100","buffer250","buffer500","id_owner"
"144","7","printemps","2016",245.9859,0,10,"F","blanc","libre_jour",NA,NA,NA,NA,8,"restricted","spring",NA,0.715189873417722,0.899643402954661,0.945491594498217,8
"145","7","automne","2016",2613.718,0,10,"F","blanc","libre_jour",NA,0.8,5,3.85,3,"restricted","fall",0.266666666666667,0.715189873417722,0.899643402954661,0.945491594498217,8
"146","7","ete","2016",1566.579,0,10,"F","blanc","libre_jour",NA,NA,NA,NA,4,"restricted","summer",NA,0.715189873417722,0.899643402954661,0.945491594498217,8
"147","7","hiver","2017",741.7742,0,10,"F","blanc","libre_jour",1872,47.3,7.875,9.26666666666667,11,"restricted","winter",4.3,0.715189873417722,0.899643402954661,0.945491594498217,8
"148","70","automne","2021",2856.18492371,1,6,"F","gris","libre",NA,9.4,3.675,8.2,7,"unrestricted","fall",1.34285714285714,0.636075949367089,0.833248601931876,0.793709410416401,38
"149","71","automne","2021",30044.3751553276,1,1,"M","gris","libre",2153,25.5,4.8375,9.2375,7,"unrestricted","fall",3.64285714285714,0.347003154574132,0.490345528455285,0.762450643230162,39
"150","73","automne","2021",1595.43970815582,1,3,"F","gris","libre",3080,41.4,5.34285714285714,8.46428571428571,13,"unrestricted","fall",3.18461538461538,0.0791139240506329,0.418960244648318,0.762923351158645,40
"151","75","automne","2021",1480.23259636533,1,6,"F","gris","demande",2313,27.5,4.73,9.18,9,"restricted","fall",3.05555555555556,0.107255520504732,0.276844783715013,0.418853503184713,41
"152","76","automne","2021",1191.7817888995,1,4,"F","gris","demande",NA,46.6,4.31176470588235,8.79411764705882,16,"restricted","fall",2.9125,0.107255520504732,0.276844783715013,0.418853503184713,41
"153","8","automne","2021",5147.66568099286,1,17,"F","gris","demande",1698,24.9,8.61818181818182,6.97272727272727,10,"restricted","fall",2.49,0.980952380952381,0.996941896024465,0.990960020371785,42
"154","8","ete","2020",15795.5316772847,1,16,"F","gris","demande",312,7.7,20.075,5.78333333333333,11,"restricted","summer",0.7,0.980952380952381,0.996941896024465,0.990960020371785,42
"155","8","hiver","2021",2957.86679101612,1,17,"F","gris","demande",NA,36,4.605,7.89,19,"restricted","winter",1.89473684210526,0.980952380952381,0.996941896024465,0.990960020371785,42
"156","8","printemps","2021",13996.8302399175,1,17,"F","gris","demande",1017,18.3,12.7125,7.6375,7,"restricted","spring",2.61428571428571,0.980952380952381,0.996941896024465,0.990960020371785,42
"157","8","hiver","2017",30771.95,0,13,"M","blanc","demande",1320,29.8,8.32,7.04,9,"restricted","winter",3.31111111111111,0.980952380952381,0.996941896024465,0.990960020371785,42
"158","9","automne","2016",50586.8,0,4,"F","blanc","demande",1186,15.5,5.45,5.4,5,"restricted","fall",3.1,0.137820512820513,0.435648621041879,0.756082027767163,43
